Date,Close,High,Low,Open,Volume
2025-04-25,2.440000057220459,2.4649999141693115,2.3399999141693115,2.369999885559082,3257900
2025-04-28,2.380000114440918,2.515000104904175,2.3499999046325684,2.5,2131100
2025-04-29,2.450000047683716,2.5299999713897705,2.359999895095825,2.390000104904175,3290500
2025-04-30,2.369999885559082,2.384999990463257,2.2899999618530273,2.369999885559082,2502400
2025-05-01,2.430000066757202,2.4800000190734863,2.3499999046325684,2.4000000953674316,1512300
2025-05-02,2.5,2.549999952316284,2.450000047683716,2.4800000190734863,1532300
2025-05-05,2.4800000190734863,2.559999942779541,2.4549999237060547,2.5,2707600
2025-05-06,2.5199999809265137,2.5350000858306885,2.4149999618530273,2.4700000286102295,1983300
2025-05-07,2.4000000953674316,2.555000066757202,2.3499999046325684,2.5299999713897705,3048700
2025-05-08,2.869999885559082,2.990000009536743,2.130000114440918,2.2100000381469727,8837600
2025-05-09,3.299999952316284,3.299999952316284,2.9820001125335693,3.049999952316284,7026700
2025-05-12,3.549999952316284,3.5910000801086426,3.180000066757202,3.5199999809265137,7303600
2025-05-13,3.450000047683716,3.619999885559082,3.4100000858306885,3.5299999713897705,3590200
2025-05-14,3.2699999809265137,3.5199999809265137,3.2100000381469727,3.509999990463257,3431100
2025-05-15,3.059999942779541,3.240000009536743,3.009999990463257,3.200000047683716,2663700
2025-05-16,3.2100000381469727,3.2300000190734863,3.065000057220459,3.0999999046325684,2134600
2025-05-19,3.140000104904175,3.1600000858306885,3.0399999618530273,3.0999999046325684,1842000
2025-05-20,3.049999952316284,3.130000114440918,3.0199999809265137,3.109999895095825,1287700
2025-05-21,2.9100000858306885,3.075000047683716,2.890000104904175,3.0,2372900
2025-05-22,3.2699999809265137,3.2899999618530273,2.884999990463257,2.9000000953674316,3644900
2025-05-23,3.240000009536743,3.3399999141693115,3.0899999141693115,3.1500000953674316,3638000
2025-05-27,3.430000066757202,3.4700000286102295,3.1610000133514404,3.2799999713897705,3269600
2025-05-28,3.299999952316284,3.444999933242798,3.2249999046325684,3.4000000953674316,3189500
2025-05-29,3.180000066757202,3.390000104904175,3.180000066757202,3.3399999141693115,2098000
2025-05-30,3.3399999141693115,3.359999895095825,3.0999999046325684,3.119999885559082,3281700
2025-06-02,3.2799999713897705,3.380000114440918,3.180000066757202,3.359999895095825,2783600
2025-06-03,3.240000009536743,3.3499999046325684,3.200000047683716,3.319999933242798,1876700
2025-06-04,3.299999952316284,3.4000000953674316,3.180000066757202,3.25,2229700
2025-06-05,3.25,3.4700000286102295,3.2300000190734863,3.3399999141693115,2384600
2025-06-06,3.369999885559082,3.5,3.257999897003174,3.2799999713897705,3784000
2025-06-09,3.430000066757202,3.5,3.2799999713897705,3.4100000858306885,2907900
2025-06-10,3.5799999237060547,3.618000030517578,3.390000104904175,3.450000047683716,3002000
2025-06-11,3.319999933242798,3.6700000762939453,3.2799999713897705,3.6600000858306885,2971000
2025-06-12,3.1700000762939453,3.3399999141693115,3.1500000953674316,3.3299999237060547,2603700
2025-06-13,3.049999952316284,3.140000104904175,3.0199999809265137,3.069999933242798,2095500
2025-06-16,3.2100000381469727,3.2799999713897705,3.0799999237060547,3.1500000953674316,2180400
2025-06-17,3.109999895095825,3.2100000381469727,3.0850000381469727,3.1600000858306885,2256700
2025-06-18,3.1500000953674316,3.2699999809265137,3.119999885559082,3.1600000858306885,3058600
2025-06-20,3.2200000286102295,3.259999990463257,3.0999999046325684,3.190000057220459,3417700
2025-06-23,3.2300000190734863,3.299999952316284,3.1050000190734863,3.1500000953674316,2157200
2025-06-24,3.450000047683716,3.490000009536743,3.2799999713897705,3.2799999713897705,2519500
2025-06-25,3.25,3.510999917984009,3.244999885559082,3.490000009536743,2542000
2025-06-26,3.369999885559082,3.380000114440918,3.1600000858306885,3.25,3350500
2025-06-27,3.6600000858306885,3.6700000762939453,3.2799999713897705,3.359999895095825,4658500
2025-06-30,4.019999980926514,4.169000148773193,3.630000114440918,3.740000009536743,6636400
2025-07-01,4.670000076293945,4.710000038146973,3.9149999618530273,3.950000047683716,15331900
2025-07-02,4.409999847412109,4.699999809265137,4.179999828338623,4.590000152587891,6806800
2025-07-03,4.429999828338623,4.704999923706055,4.380000114440918,4.409999847412109,2515300
2025-07-07,4.260000228881836,4.369999885559082,4.119999885559082,4.369999885559082,3294500
2025-07-08,4.230000019073486,4.349999904632568,4.090000152587891,4.320000171661377,3575900
2025-07-09,4.420000076293945,4.614999771118164,4.170000076293945,4.260000228881836,5020600
2025-07-10,4.449999809265137,4.489999771118164,4.230000019073486,4.440000057220459,2744300
2025-07-11,4.329999923706055,4.579999923706055,4.260000228881836,4.369999885559082,2118900
2025-07-14,4.260000228881836,4.349999904632568,4.190999984741211,4.300000190734863,1507700
2025-07-15,4.480000019073486,4.559000015258789,4.21999979019165,4.300000190734863,3651200
2025-07-16,4.519999980926514,4.525000095367432,4.230000019073486,4.5,3000100
2025-07-17,4.590000152587891,4.900000095367432,4.5,4.539999961853027,4100700
2025-07-18,4.670000076293945,4.71999979019165,4.519999980926514,4.599999904632568,2635800
2025-07-21,4.670000076293945,5.090000152587891,4.670000076293945,4.789999961853027,4896400
2025-07-22,4.769999980926514,4.800000190734863,4.53000020980835,4.619999885559082,3360700
2025-07-23,4.849999904632568,4.945000171661377,4.710999965667725,4.809999942779541,2683100
2025-07-24,4.900000095367432,5.0,4.739999771118164,4.769999980926514,2925700
2025-07-25,4.849999904632568,4.929999828338623,4.769999980926514,4.900000095367432,2625700
2025-07-28,4.960000038146973,5.059999942779541,4.860000133514404,4.900000095367432,2490400
2025-07-29,4.610000133514404,4.934999942779541,4.440000057220459,4.909999847412109,3923900
2025-07-30,4.510000228881836,4.71999979019165,4.480000019073486,4.679999828338623,1907900
2025-07-31,4.690000057220459,4.775000095367432,4.449999809265137,4.539999961853027,2045500
2025-08-01,4.449999809265137,4.554999828338623,4.360000133514404,4.46999979019165,2422300
2025-08-04,4.849999904632568,4.880000114440918,4.53000020980835,4.559999942779541,2892600
2025-08-05,4.869999885559082,5.170000076293945,4.820000171661377,4.900000095367432,3714500
2025-08-06,4.579999923706055,4.980000019073486,4.559999942779541,4.980000019073486,4719800
2025-08-07,5.820000171661377,6.25,5.170000076293945,5.25,20926800
2025-08-08,5.78000020980835,6.0,5.489999771118164,5.940000057220459,6159400
2025-08-11,6.440000057220459,7.090000152587891,5.880000114440918,5.880000114440918,11540600
2025-08-12,7.25,7.289999961853027,6.489999771118164,6.5,8209500
2025-08-13,7.460000038146973,7.849999904632568,7.388999938964844,7.480000019073486,7771500
2025-08-14,7.699999809265137,7.744999885559082,7.010000228881836,7.050000190734863,5220800
2025-08-15,7.75,7.940000057220459,7.579999923706055,7.630000114440918,5662600
2025-08-18,8.029999732971191,8.170000076293945,7.764999866485596,7.889999866485596,5189100
2025-08-19,7.670000076293945,8.020000457763672,7.619999885559082,7.989999771118164,3127100
2025-08-20,7.269999980926514,7.550000190734863,6.860000133514404,7.440000057220459,6592100
2025-08-21,7.190000057220459,7.409999847412109,7.059999942779541,7.199999809265137,2214300
2025-08-22,7.869999885559082,7.96999979019165,7.099999904632568,7.210000038146973,4673300
2025-08-25,8.239999771118164,8.5,7.829999923706055,7.860000133514404,4527100
2025-08-26,8.9399995803833,9.0,8.270000457763672,8.270000457763672,6477300
2025-08-27,9.180000305175781,9.291000366210938,8.829999923706055,9.010000228881836,5621300
2025-08-28,9.130000114440918,9.350000381469727,9.050000190734863,9.260000228881836,3126500
2025-08-29,8.600000381469727,9.130000114440918,8.59000015258789,9.0600004196167,3590100
2025-09-02,8.050000190734863,8.366999626159668,7.800000190734863,8.050000190734863,4360700
2025-09-03,7.820000171661377,8.170000076293945,7.78000020980835,8.100000381469727,2451700
2025-09-04,8.1899995803833,8.25,7.76200008392334,7.829999923706055,2808300
2025-09-05,8.859999656677246,8.859999656677246,8.1899995803833,8.399999618530273,3454600
2025-09-08,9.380000114440918,9.390000343322754,8.670000076293945,8.949999809265137,3228700
2025-09-09,9.720000267028809,9.720000267028809,9.234999656677246,9.4399995803833,2738500
2025-09-10,8.9399995803833,9.729999542236328,8.720000267028809,9.720000267028809,5264400
2025-09-11,9.729999542236328,9.739999771118164,8.895000457763672,8.895000457763672,3521700
2025-09-12,9.90999984741211,10.274999618530273,9.6899995803833,9.800000190734863,5260500
2025-09-15,9.789999961853027,10.055000305175781,9.520000457763672,9.970000267028809,2840800
2025-09-16,11.90999984741211,12.369999885559082,10.972999572753906,11.109999656677246,13829500
2025-09-17,11.869999885559082,12.133000373840332,11.552000045776367,11.90999984741211,3680100
2025-09-18,11.920000076293945,12.314000129699707,11.741000175476074,12.149999618530273,3518600
2025-09-19,11.619999885559082,12.100000381469727,11.529999732971191,11.914999961853027,2788700
2025-09-22,11.850000381469727,11.975000381469727,11.380000114440918,11.699999809265137,2612100
2025-09-23,11.329999923706055,11.899999618530273,11.069999694824219,11.899999618530273,3087300
2025-09-24,11.479999542236328,11.586999893188477,11.069999694824219,11.399999618530273,2061800
2025-09-25,11.180000305175781,11.3149995803833,10.470000267028809,10.470000267028809,3149500
2025-09-26,11.380000114440918,11.604000091552734,11.079999923706055,11.180000305175781,2668500
2025-09-29,11.970000267028809,11.970000267028809,11.484999656677246,11.600000381469727,2493100
2025-09-30,11.609999656677246,11.960000038146973,11.180000305175781,11.960000038146973,2487600
2025-10-01,11.800000190734863,11.930000305175781,11.489999771118164,11.489999771118164,1886900
2025-10-02,11.970000267028809,12.34000015258789,11.715999603271484,11.970000267028809,2418100
2025-10-03,11.5600004196167,12.029999732971191,11.524999618530273,12.0,2000100
2025-10-06,11.859999656677246,12.699999809265137,11.569999694824219,11.899999618530273,6483000
2025-10-07,11.890000343322754,12.204999923706055,11.539999961853027,11.8100004196167,3046100
2025-10-08,12.630000114440918,12.800000190734863,11.970000267028809,12.0,5483200
2025-10-09,12.880000114440918,13.0,12.449999809265137,12.579999923706055,3158400
2025-10-10,11.600000381469727,13.140000343322754,11.553999900817871,12.890000343322754,4916000
2025-10-13,12.289999961853027,12.579999923706055,11.920000076293945,12.069999694824219,2068800
2025-10-14,12.4399995803833,12.65999984741211,11.350000381469727,11.850000381469727,2545300
2025-10-15,12.270000457763672,12.829999923706055,12.065999984741211,12.699999809265137,1988100
2025-10-16,11.880000114440918,12.399999618530273,11.75,12.399999618530273,2200500
2025-10-17,10.75,11.220000267028809,10.614999771118164,10.850000381469727,3755300
2025-10-20,11.029999732971191,11.149999618530273,10.699999809265137,10.890000343322754,1573400
2025-10-21,10.680000305175781,10.954999923706055,10.40999984741211,10.9399995803833,2125900
2025-10-22,10.25,10.800000190734863,9.90999984741211,10.5,3466000
2025-10-23,10.6899995803833,10.859999656677246,10.309000015258789,10.369999885559082,1544800
2025-10-24,10.880000114440918,11.255000114440918,10.819999694824219,11.0,1609900
2025-10-27,11.329999923706055,11.4399995803833,11.100000381469727,11.210000038146973,1628200
2025-10-28,11.550000190734863,11.579999923706055,11.220000267028809,11.279999732971191,1576800
2025-10-29,11.739999771118164,12.157999992370605,11.460000038146973,11.579999923706055,2836600
2025-10-30,10.829999923706055,11.6899995803833,10.819999694824219,11.569999694824219,2044400
2025-10-31,10.90999984741211,11.149999618530273,10.649999618530273,11.0,1495400
2025-11-03,10.979999542236328,11.069999694824219,10.550000190734863,10.770000457763672,1506700
2025-11-04,10.75,11.020000457763672,10.329999923706055,10.460000038146973,1779200
2025-11-05,11.029999732971191,11.1899995803833,10.399999618530273,10.720000267028809,1684600
2025-11-06,10.369999885559082,11.050000190734863,10.210000038146973,11.0,2878200
2025-11-07,10.890000343322754,10.963000297546387,9.670000076293945,9.9399995803833,4846200
2025-11-10,11.420000076293945,11.520000457763672,11.010000228881836,11.350000381469727,2902500
2025-11-11,10.5600004196167,11.49899959564209,10.305000305175781,11.420000076293945,4896400
2025-11-12,10.140000343322754,10.5600004196167,9.470000267028809,10.199999809265137,8733200
2025-11-13,10.069999694824219,11.109999656677246,9.949999809265137,11.109999656677246,6715200
2025-11-14,10.609999656677246,10.649999618530273,9.34000015258789,9.5,4434600
2025-11-17,10.149999618530273,10.760000228881836,9.859999656677246,10.600000381469727,3870200
2025-11-18,10.399999618530273,10.529999732971191,9.890000343322754,9.930000305175781,2858300
2025-11-19,10.050000190734863,10.470000267028809,10.010000228881836,10.390000343322754,1669100
2025-11-20,9.5,10.449999809265137,9.380000114440918,10.350000381469727,3002100
2025-11-21,9.850000381469727,10.050000190734863,9.081000328063965,9.210000038146973,2954100
2025-11-24,10.40999984741211,10.475000381469727,9.842000007629395,9.960000038146973,2157700
2025-11-25,11.489999771118164,11.670000076293945,10.84000015258789,11.029999732971191,4630000
2025-11-26,11.930000305175781,12.170000076293945,11.550000190734863,11.710000038146973,3102200
2025-11-28,12.680000305175781,12.90999984741211,12.199999809265137,12.220000267028809,4570700
2025-12-01,12.260000228881836,12.680000305175781,12.15999984741211,12.5,2031400
2025-12-02,12.0,12.350000381469727,11.819999694824219,12.289999961853027,1706700
2025-12-03,11.5600004196167,11.90999984741211,11.210000038146973,11.84000015258789,2311700
2025-12-04,12.199999809265137,12.369999885559082,11.430000305175781,11.510000228881836,4004000
2025-12-05,12.170000076293945,12.670000076293945,12.149999618530273,12.180000305175781,2257200
2025-12-08,12.15999984741211,12.630000114440918,11.869999885559082,12.170000076293945,2495300
2025-12-09,12.199999809265137,12.489999771118164,11.300000190734863,12.0,2242500
2025-12-10,12.600000381469727,13.4399995803833,12.210000038146973,13.100000381469727,5519900
2025-12-11,12.75,12.998000144958496,12.199999809265137,12.399999618530273,2857700
2025-12-12,12.239999771118164,12.979999542236328,12.079999923706055,12.949999809265137,2180000
2025-12-15,11.569999694824219,12.279999732971191,11.359999656677246,12.260000228881836,2770700
2025-12-16,12.09000015258789,12.729999542236328,11.75,11.989999771118164,3271000
2025-12-17,11.850000381469727,12.75,11.829999923706055,12.600000381469727,3962000
2025-12-18,12.970000267028809,13.15999984741211,12.194999694824219,12.319999694824219,5457800
2025-12-19,12.90999984741211,13.390000343322754,12.739999771118164,13.300000190734863,4773400
2025-12-22,13.119999885559082,13.260000228881836,12.84000015258789,13.069999694824219,2918500
2025-12-23,12.989999771118164,13.550000190734863,12.899999618530273,13.050000190734863,2498000
2025-12-24,12.710000038146973,12.918000221252441,12.430000305175781,12.890000343322754,1128100
2025-12-26,11.949999809265137,12.699999809265137,11.819999694824219,12.699999809265137,2758000
2025-12-29,11.619999885559082,11.854999542236328,11.479999542236328,11.600000381469727,2405900
2025-12-30,12.220000267028809,12.3100004196167,11.550000190734863,11.609999656677246,2429700
2025-12-31,12.489999771118164,12.800000190734863,12.100000381469727,12.15999984741211,2287100
2026-01-02,12.829999923706055,12.989999771118164,12.550000190734863,12.84000015258789,1932300
2026-01-05,13.899999618530273,13.920000076293945,12.612000465393066,13.119999885559082,6078700
2026-01-06,14.170000076293945,14.489999771118164,13.880000114440918,13.979999542236328,4833400
2026-01-07,14.25,14.329999923706055,13.770000457763672,14.180000305175781,3251900
2026-01-08,14.600000381469727,14.600000381469727,13.960000038146973,14.25,3131900
2026-01-09,14.260000228881836,14.720000267028809,14.1850004196167,14.710000038146973,2148500
2026-01-12,13.880000114440918,14.59000015258789,13.829999923706055,14.100000381469727,2226800
2026-01-13,13.510000228881836,14.180000305175781,13.449999809265137,13.800000190734863,1970000
2026-01-14,13.170000076293945,13.390000343322754,12.90999984741211,13.380000114440918,1737300
2026-01-15,12.779999732971191,13.324999809265137,12.710000038146973,13.239999771118164,2064700
2026-01-16,12.449999809265137,12.949999809265137,12.1899995803833,12.949999809265137,3418300
2026-01-20,12.449999809265137,12.800000190734863,11.880000114440918,12.020000457763672,3045300
2026-01-21,12.520000457763672,12.805000305175781,12.109999656677246,12.569999694824219,2385000
2026-01-22,12.65999984741211,13.074999809265137,12.579999923706055,12.770000457763672,2416000
2026-01-23,12.890000343322754,13.09000015258789,12.369999885559082,12.600000381469727,2563600
2026-01-26,12.770000457763672,13.020000457763672,12.503000259399414,12.75,1565600
2026-01-27,12.6899995803833,12.960000038146973,12.470000267028809,12.800000190734863,1440200
2026-01-28,12.890000343322754,12.899999618530273,12.529999732971191,12.670000076293945,1961700
2026-01-29,13.779999732971191,14.149999618530273,12.760000228881836,12.869999885559082,7769000
